id,label,prediction,statement
21992,0,0,"Nancy Pelosi ""almost burst out into laughter"" at the Tsitsernakaberd Armenian Genocide Memorial Complex in Yerevan."
2663,1,0,We haven't had control of the House for the last two years and it's been malfunctioning. We had 109 sessions scheduled and held 49.
8628,1,1,"The National Science Foundation awarded $700,000 to fund a climate change musical."
13839,1,0,The average tax bill for Americans in 2016 was a 41 percent increase from 2013.
11967,1,0,We got the highest vote count in the history of the Republican Party.
14965,1,1,Texas is one of the most gerrymandered states in the union.
634,0,0,"Obama says Iran is a 'tiny' country, 'doesn't pose a serious threat.'"
21658,1,1,Ninety-two percent of abortions in Virginia take place before 15 weeks.
2585,0,0,"Of the states that have a lieutenant governor, many are currently discussing the need for such an obsolete office."
15916,0,0,"The Southern strategy is a ""myth"" that ""never happened."
16950,0,0,CNN reports DemDebate had 2.3 million viewers. Trump rally had 6.7 million last night!
20975,0,0,Airline CEO gets pied for forcing vaccinations
23336,0,0,Former President Donald Trump recently dispatched troops to the border.
6687,0,0,"A precinct in the Allen West-Patrick Murphy recount has ""7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!"
22560,0,0,Aretha Franklin's 1968 song 'A Natural Woman' deemed 'offensive' by trans community.
479,1,0,"Obama's wife said her goal in life was to put the black community ""first and foremost."
14334,1,0,"Says Florida has ""roughly 1,500 resource officers dealing with about 3,800 schools."
11164,0,0,"Blue Cross Blue Shield cancelled all their individual (health care) policies in the state of Texas, effective Dec. 31."
17349,1,0,"Says ""Senator Joe Manchin hit (an) all time low saying seniors and the disabled did not need the relief package $1000 on Fox News."
10610,0,0,One of the reasons that Social Security is in so much trouble is that the only funding stream comes from people who get a wage. The people who get wages is declining dramatically.
2031,1,1,"In 2009, the Small Business & Entrepreneurship Council ranked Ohio 11th in the nation and 1st in the Midwest for overall business climate."
9761,1,1,The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.
18991,0,0,"You know what the biggest lie is, is that restaurants are spreaders of COVID. There's no science for that."
13475,1,0,How many federal rulings have NOW found intentional discrimination by #Txlege since 2011? 6.
16197,0,0,"Says police are warning that a new technique by gangs is to throw eggs at your windshield and to not ""operate the wiper"" because it will ""block your vision up to 92.5%,"" forcing you to stop the car and become a victim."
6037,0,0,"Medicare insurance premiums will be rising to ""$120.20 per month in 2013 and $247.00 per month in 2014."
9824,0,0,Keystone means unlocking the Canadian tar sands.
3817,0,0,"The WIC program ""is an incredibly cost effective program, serving nearly 10 million Americans each year and costing less than $100 per person. In my district, more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet."
16081,1,0,"The state contributed $80 million for the new Bucks arena, but new income tax revenue from basketball events alone ""is estimated to be probably over $600 million over the life of the lease."
22602,0,0,"A vigilante ""shot down the Chinese spy balloon in an extraordinary act."
19508,0,0,There is no discernible difference between the spread and deaths of COVID in Virginia than there is in Florida.
19289,0,0,"Nobody's health is at risk right now"" from PFAS contamination, as long as they are receiving bottled drinking water"
16214,0,0,"Says the U.S. Department of Justice has ""seen in the past"" that police department ""consent decrees don't work, that there's very little change, that oftentimes immediately after a consent decree goes into effect, crime actually goes up."
18943,0,0,"Says Raphael Warnock defended the ""hatred"" of Jeremiah Wright, the pastor who said ""not God bless America, God damn America,"" and gave Wright ""an award for truth telling."
19236,0,0,"Says Joe Biden said, ""Buy a man eat fish, he day, teach fish man, to a lifetime."
15024,0,0,"Two long running, Obama era, investigations of two very popular Republican Congressmen were brought to a well publicized charge, just ahead of the Mid-Terms, by the Jeff Sessions Justice Department."
4602,0,0,"The largest number of gamblers are ""from the poorest segments of the population."
6583,0,0,"Says U.S. Senate candidate Tommy Thompson supports a plan for ""privatizing Social Security."
14353,0,0,BREAKING Trump Removes Muslim Federal Judge For Trying To Implement Sharia Law In America
6831,1,0,"The United States has ""an immigration system where only 6.5 percent of people who come here, come here based on labor and skill."
18597,0,0,"Says Kamala Harris said, ""American churches are PROPAGANDA CENTERS for intolerant homophobic, xenophobic vitriol."
10326,1,0,One out of five of our children live in a family that's on food stamps.
19429,0,0,"Says a lack of transparency for small-dollar donations is the ""same thing"" as dark money"
20125,0,0,"Photo shows Ron DeSantis holding a shirt that says, ""Your mask is as useless as Joe Biden."
18271,1,0,"Police are ""20.8 times more likely to kill than be killed by a criminal."
3144,1,0,Says Florida's pension plan faces the same long-term funding problems as Social Security.
9407,1,0,"When I left office, there was a $7-million surplus in Providence,"" but in 2008, the city had a $110-million deficit."
8021,1,0,"Says administrator salaries were increased, ""but other school employees were left behind."
12777,0,0,"There was ""serious voter fraud"" in New Hampshire."
22848,0,0,"Florida man charged with a hate crime"" for defacing pride crosswalk."
3833,0,0,"There is no $30 million pot of money"" for redistricting issues, including defending redistricting lawsuits. ""Your tax dollars are not being spent on anything like that."
2642,0,0,Pres. Obama's finance team is recommending a . . . 1% tax on all transactions at any financial institution.
2001,0,0,"Nobody's invited us"" to the Obama events in Atlanta."
11353,0,0,"Spending on welfare, on prisons, and education, all of those have dropped by hundreds of millions of dollars"" because of Arizona's immigration laws that drove out undocumented immigrants."
17780,0,0,"Says ""a rioter accidentally dropped"" a riot manual with detailed instructions."
1522,1,0,"Cuba wants to let the Chinese drill in some of the very parts of the gulf that American producers are currently forbidden to touch, as close as 45 miles off the Florida coast."
18485,1,0,"The typical elementary school teacher pays $7,239 in federal income taxes, and firefighters pay $5,328, while Donald Trump paid $750."
12230,1,0,"Says the director of an anti-abortion group receiving a Texas grant to provide women's health services ""believes HIV can be spread through the sewer system."
5989,1,1,"Says Chris Christie ""has refused to fund pensions by billions of dollars,"" and got legislative approval to begin ""properly funding pensions"" in 2018."
14521,0,0,"Says Sen. Jon Tester ""took an income raise in the omnibus bill."
11411,1,0,Seventy percent of Missourians support voter photo ID legislation.
70,1,0,21-million Americans could have a four-year college scholarship for the money we've squandered in Iraq. 7.6-million teachers could have been hired last year if we weren't squandering this money.
22335,0,0,The death of a 4-year-old who appeared in vaccination campaign posters is linked to vaccines.
12015,1,0,There are at least twice as many licensed firearm dealers in California as there are McDonald's.
8054,1,0,Says the Affordable Care Act has already reduced the number of uninsured in Oregon by 10 percent.
2199,1,1,"The president's party always gets shellacked in midterms. It's only twice, 1934 and 2002, that the president's party actually gained in both the House and the Senate."
13055,1,0,"Midland, Texas, now beats the San Francisco area in the percentage of jobs created by startups."
17448,0,0,North Carolina & Virginia State line is closed. Nothing in or out.
6773,1,0,Faculty salaries at UW System institutions have now fallen more than 18 percent below the national average.
15008,1,0,"Says he's a ""small-town supervisor who has kept a balanced budget, who has increased surpluses, who has led us to the highest credit rating our town has ever had."
10387,0,0,Even our nuclear arsenal doesn't work. It came out recently they have equipment that is 30 years old. They don't know if it worked.
878,0,0,"Obama nominee Dawn Johnsen ""called motherhood 'involuntary servitude.'"
2984,1,1,Says there have been 50 million abortions since Roe v. Wade was decided.
3736,1,1,The Obama administration has cut taxes on small businesses 17 times.
3284,1,0,"The Congressional Budget Office has this economic model where they measure the economy going forward, and they are now telling us that the entire economy crashes in the year 2037 because their computer simulation can't conceive of any way in which the U.S. economy can continue."
22479,0,0,Kevin Adams wants to ban abortion.
14946,1,0,"Claims that Democratic candidate for governor Matt Flynn ""told one child predator to 'wait and see,' when he should have turned him in to authorities."
1355,1,1,"The House passed a pay-as-you-go rule that said, ""If you wanted to have an investment, an entitlement, etc., you had to pay for it."
5586,1,0,New Jersey has the largest transit system in the entire country.
11123,1,0,"The economy is ""too weak to raise income levels."
8982,1,0,I don't own a single stock or bond … I have no savings accounts.
15352,0,0,"Says Ken Paxton ""shut down the world's largest human trafficking marketplace."
3942,1,0,"Sherrod Brown was just voted two years in a row the most liberal senator in the United States of America"" and is more liberal than Sen. Bernie Sanders."
19231,0,0,"Shell Oil laying off 9,000 workers"" because of Joe Biden."
382,0,0,"Hillary Clinton and Barack Obama want to raise taxes on dividends, a move that would crash the stock market."
3360,1,1,"Says ""some [states] with the largest reductions in crime have also lowered their prison population."
13731,1,1,"I think what the authors of the (25th) Amendment principally had in mind was some kind of physical incapacitation or serious mental illness or a breakdown, an inability to function in office."
7797,1,0,"According to the most recent jobs report, ""we've got more Americans leaving the workforce than we have finding jobs."
9640,1,1,"The gender gap in his support is ""not unique to me"" and ""there's not a huge gap from where Republicans have been in presidential, gubernatorial and US Senate elections"" in recent years."
16075,0,0,"Vanilla ice cream was black until 1912, when ""white people couldn't tolerate eating something that tasted soooooo delicious being black."
3164,1,0,"Under a proposed Georgia law, ""women who miscarry could become felons."
21093,1,0,"Says President Joe Biden ""is trying to send taxpayer dollars to manufacturers overseas that do not abide by the same (carbon emission) standards we do at home."
6197,1,1,"In Massachusetts, Gov. Romney narrowed the gap between students of different races."
7146,1,0,Atlanta Mayor Kasim Reed held not one conversation with the public about the new Falcons stadium project
5082,0,0,"If you look at states that are right to work, they constantly do not have budget deficits and they have very good business climates."
3704,1,0,"Says that Sarah Palin and Craig Huey ""would ban a woman's right to choose in every case"
15511,0,0,"Says 19,000 text messages exchanged between former FBI officials that were ""purposely and illegally deleted ... would have explained (the special counsel investigation) hoax."
15895,1,0,"Abortion providers perform almost 60,000 procedures in Texas every year."
11669,0,0,"Frankly, (Hillary Clinton) doesn't do very well with women."
7446,0,1,"Says less than half of 1 percent of all the Texas legislators who ever served draw ""a benefit"" from pensions tied to the salaries of state district judges."
1084,1,1,"As a candidate, President Obama ""declared that everyone deserves access to reproductive health care that includes abortion, and vowed that this 'right' would be at the heart of his health care reform plan if elected president."
21701,0,0,"Antifa was already inside the Capitol with floor plans dressed as Trump supporters"" on Jan. 6, 2021, proving the attack ""was 100% a setup."
7768,1,0,Trenton politicians cut $1.3 billion from education.
6250,0,0,"The auditor [for the city of Providence] was not locked out"" of access to the city's finances."
10650,0,0,"Planned Parenthood is ""not actually doing women's health issues."
7196,1,0,"Under Republican Chris Christie, New Jersey had the highest increase in unemployment in the country last year. Nearly 1 in 10 jobless. The worst unemployment in the region. Near the bottom in economic growth, yet Christie protected a tax cut for millionaires but vetoed a minimum wage hike."
13137,1,0,"2009-2010, let's remember, hundreds of Republican amendments were adopted in the ACA."
20007,0,0,Biden concedes 6 million votes.
17866,0,0,163 paid protesters just filed a lawsuit against George Soros for not paying their bail.
2717,0,0,Wisconsin's projected state budget shortfall is now as low as $1.5 billion
4939,1,0,"Speaker Gingrich for 20 years supported a federal individual mandate"" for health insurance."
17467,1,0,'Private' messages sent to individual people during a Zoom meeting show up in the end-of-meeting transcript along with all other public messages.
2036,1,0,"Georgia has lost more than 124,000 jobs and the unemployment rate has increased since the stimulus passed"
8948,1,1,"When Rick Scott ""was deposed in lawsuits about his company, he took the Fifth 75 times."
14103,0,0,"Missouri is one of ""13 states this year have seen unemployment drop to the lowest levels in the history of their state."
17639,0,0,Actor Tom Selleck praised President Donald Trump in a meeting with Breitbart.
3646,1,0,"Without ethanol, gas prices would be at least 15% higher. With gas at four bucks, that means you're saving 12 bucks on a 20 gallon fill up."
20159,0,0,Video shows Afghan riding on plane engine.
17863,0,0,"Nazi Germany's Hermann Göring worked to ""defund and eliminate the police departments so that they would not interfere with his Brown Shirts."
20653,0,0,"COVID-19 vaccines do not stop transmission of COVID, but instead increase it."
2778,1,0,I think [a little] less than half of the people in our prisons are in there for less than a year.  ... We have people who are check kiters and don't pay child support and we are locking them up in the state pen.
5902,0,0,"Because of the health care act, ""The people who have health care and like it in this county are not going to be able to keep what they have."
8631,0,0,"David Alameel ""is giving thousands of dollars to support the Republican Party candidates"" including John Cornyn and Greg Abbott."
11645,1,0,"We knew Strom Thurmond had proposed"" the amendment that blocked Puerto Rico's use of Chapter 9 bankruptcy protection."
19177,0,0,Joe Biden admits he is governing like a 'dictator.'
23331,0,0,"Under the ""2023 Solar Incentive Program,"" U.S. homeowners can ""now qualify to get a full, state-of-the-art solar system at absolutely no cost from the government."
291,1,0,Bill Clinton's peace dividend . . . cut the military 25 and 30 percent.
14754,1,0,"Since taking office, we have enacted more than $8 billion in cumulative tax relief."
6807,0,0,Our numbers are going up at the airport.
9890,1,0,"Assault weapons and handguns are allowed in the state Capitol while bullhorns, trumpets, helium balloons and flags on poles are banned."
14855,0,0,Hillary in hiding as police discover dead body hidden in Huma Abedin's dumpster.
5405,0,0,"In April 1997, there was a 'gas out' conducted nationwide in protest of gas prices. Gasoline prices dropped 30 cents a gallon overnight."
14040,1,0,"Among states, Missouri ranks ""3rd (in) average yearly growth of high-tech industries."
1400,1,0,The costs for families (in the individual market) for the same type of coverage that they're currently receiving would go down 14 percent to 20 percent.
19868,0,0,"Illinois Republican lawmakers ""have argued that they want an independent [redistricting] commission, but they didn't do anything about it."
18577,0,0,"Says ""Property crime rising in Austin. This is the kind of thing that happens when cities defund and deemphasize police. Residents are left to fend for themselves."
3585,1,0,"President Barack Obama deserves to be called ""the most successful food stamp president in American history"" because ""47 million Americans are on food stamps."
1495,1,0,"Says she was the ""the only Democrat who voted against the Wall Street bailout."
1260,1,1,Why is January 8th an important date in American history? This day in 1835 is the only day in our history when we have not been in debt.
11443,1,1,"We do not have an overcrowding problem. As a matter of fact, Rhode Island has one of the lowest incarceration rates in the country."
11310,1,0,"There is great disparity, tremendous disparity, in the (capital) funding on a per-student basis between our traditional public schools and our charter public schools."
19892,1,0,That meth … it's almost all coming across the southern border and it's been accelerating for the last six months.
17023,0,0,"Says the coronavirus isn't new because ""Lysol has it listed as one of the viruses that it kills."
18627,1,0,"Georgia has ""almost 100,000 more (COVID-19) cases, almost twice as many deaths and almost 600 more nursing home deaths than North Carolina."
10725,1,0,We're the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.
1193,1,1,President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.
1123,0,1,"After Fahrenheit 9/11 came out, ""Bush's approval rating never was better, it only got worse."
11797,1,0,The vast majority of minimum wage workers get a raise within a year.
6526,1,0,"Says Barack Obama has pension investments that include Chinese firms, and ""investments through a Caymans trust."
15877,0,0,"Quotes Harriet Tubman as saying, ""I freed a thousand slaves. I could have freed a thousand more if only they knew they were slaves."
21671,0,0,Images from Hunter Biden's laptop show Joe Biden naked with a young girl.
19251,1,0,No state gets back less from Washington than New York state.
19242,0,0,"Only one person died on that day"" during the Jan. 6 U.S. Capitol riot."
8209,0,0,"The fact that one town has three lanes dedicated to it, that kind of gets me sauced."
11532,1,0,A college loan is the only loan in the United States that you cannot refinance when interest rates go down.
15648,0,0,"The border city of El Paso, Texas, used to have extremely high rates of violent crime — one of the highest in the country, and considered one of our nation's most dangerous cities. Now, immediately upon its building, with a powerful barrier in place, El Paso is one of the safest cities in our country."
16805,0,0,"A state senate bill would ""criminalize a father teaching his own son how to use a hunting rifle."
17540,1,0,"Racial comparisons on coronavirus statistics in Monroe County, N.Y., show that the impact on minorities is ""basically on par, a little bit up, from the population numbers,"" meaning that ""we don't see that disparity as much here."
11527,1,0,"Says Bernie Sanders ""fundamentally changed the lives"" of Immokalee farm workers in Florida for the better."
9455,0,0,"A 2011 measure passed into law with Wendy Davis' support ""removes from the attorney general the ability to settle lawsuits just like"" the school funding case."
5326,1,0,"Having an entirely Democrat congressional delegation in 2009, when the [federal stimulus] bill passed, increases the per capita stimulus dollars that the state receives per person by $460."
830,0,0,"There is no disagreement that we need action by our government, a recovery plan that will help to jump-start the economy."
20968,0,0,"Durham's documents show that Hillary Clinton hired people who hacked into Trump's home and office computers"" and ""planted evidence, fabricated evidence connecting Trump to Russia."
21000,0,0,"The Centers for Disease Control and Prevention has amassed the ""largest collection of human data in history"" through COVID-19 PCR tests."
11412,1,1,"We understand that this heroin is primarily coming from Mexico, over the border."
7945,0,0,"Common Core means ""there are over 300 data elements the government is going to be collecting about your children and about you."
3230,1,1,Just 400 Americans -- 400 -- have more wealth than half of all Americans combined.
15153,0,0,Christine Blasey Ford claims that she called a friend on her cell phone after the 'attack' in or around 1982.
8822,1,0,Ninety-seven percent of the time. That's how often Mark Warner votes with President Obama.
19372,0,0,Photos show U.S. senators sleeping in the chamber.
7812,0,0,Obamacare will question your sex life.
5341,1,1,"Says Ronald Reagan ""understood repeatedly that when the deficit started to get out of control, that for him to make a deal he would have to propose both spending cuts and tax increases."
15253,1,0,"Says Ted Budd ""voted to gut protections for pre-existing conditions … letting insurance companies deny coverage for (necessary) treatment."
6466,1,0,"Bill Nelson ""leased land that he owned for six cows, taking advantage of an agricultural tax loophole to dodge $43,000 in taxes just last year."
7485,1,0,"People want the minimum wage, they want marriage equality, they want women's health care. There's issues that actually that really do matter, social issues that matter to the people of this state. So I know Barbara would support those issues, I know the governor hasn't. You've seen the actions he's taken on them."
22062,0,0,2018 interview shows Bill Gates has changed his position on clean energy
5489,1,0,"Says ""Amanda Fritz publicly claimed to be endorsed by NARAL Pro-Choice Oregon, both on her website and in the voter's guide."
8796,1,1,"When Deborah took office, the (Sellwood Bridge) project had languished for years, with only $11 million in funds. With her leadership the remaining funding was secured that got the project moving forward."
9725,1,1,Every president since Eisenhower has taken executive action to address immigration issues.
20959,0,0,Study proves children's hearts destroyed by COVID vaccine.
16469,0,0,"Says aquatic life near Alaska, Canada and Australia have been found with cancer and mutations as a result of the Fukushima nuclear disaster."
1940,1,0,"House Republicans who complained they didn't have enough time to consider a constitutional ban against oil drilling ""shoved through a proposal in just a few days to open state waters to oil drilling."
19838,0,0,"Says Donald Trump signed the Insurrection Act and ""still is president."
10463,1,0,Jasper County in Texas raised property taxes by 7 percent in order to pay for one death penalty case.
7455,0,0,"Says a group ""estimates that the annual cost to Oregon taxpayers for government services to illegal aliens, after any income tax revenue from them, is $1 billion."
10666,0,0,"Says Russ Feingold cast the ""deciding vote"" for the ""largest tax increase"" in history"
7875,1,0,"Only ""four countries in the world… allow abortions after 20 weeks"" of pregnancy."
13791,1,0,African Americans in Missouri are 75 percent more likely to be stopped and searched by law enforcement officers than caucasians.
14834,0,0,"Gov. Bruce Rauner has ""created no jobs over the past three years."
9498,1,0,"Says Thom Tillis ""has cut $500 million from public education."
4850,1,1,"In the past year, Floridians, not government, created almost 135,000 new private sector jobs. We netted more than 120,000 total jobs in the first 11 months of 2011; the third most of any state in the nation."
9018,1,1,Hobby Lobby provided this (birth control) coverage before they decided to drop it to file suit.
17689,0,0,"Says ""the feds closed the courtroom"" when El Chapo started naming Democrats he paid off."
16257,0,0,"Somebody in the Obama regime decided to get rid of"" the citizenship question in the census."
19519,0,0,Image of expansive pit shows a lithium mine.
9452,0,0,94 percent of those that are employed by the Department of Education at the federal level were deemed by the department as nonessential employees.
4703,0,0,"When the country was founded, Congress had exactly the same attitude about the sanctity of Christmas celebrations that a 7-Eleven does today: 'Yeah, we're open.'"
13722,0,0,Says Rick Kriseman is $35 million over budget on St. Petersburg's new police station.
20797,0,0,"Former President Donald Trump ""is fluent in Japanese."
6295,1,0,"Says ""if current trends continue, by 2040, one out of three Texas workers will not have a high school diploma."
3551,1,0,"The ""six largest cities in Ohio all have higher rates of violence and crime than every major city along the U.S.-Mexico border."
8398,1,1,Americans work way more than an average of industrialized countries around the world.
11684,1,1,"Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more."
12054,1,1,"Says Hillary Clinton ""supported North American Free Trade Agreement), and she supported China's entrance into the World Trade Organization…. She supported the job-killing trade deal with South Korea. She supported the Trans-Pacific Partnership."
17509,0,1,"NC liquor stores were deemed essential ""because we have a lot of people who are chemically dependent on alcohol and if we suddenly cut off their access they would go into withdrawal and flood the emergency rooms."
3125,0,0,I campaigned on (the proposals in the budget repair bill for Wisconsin) all throughout the election. Anybody who says they are shocked on this has been asleep for the past two years.
11732,1,0,"Every Republican nominee since Richard Nixon, who at one time was under an audit, has released their tax returns."
3015,1,0,"Says the Texas Forest Service planted 6,000 trees in the Dallas/Fort Worth area before the Super Bowl for unknown reasons at an unknown cost."
10692,1,0,"Contrary to media reports, Georgia's gas tax change led to no price increase at the pump."
3089,0,0,"Within a few years, we will be spending more on interest payments than on national security."
3920,1,1,Social Security and other federal checks may not go out on Aug. 3 if the debt ceiling is not increased.
22485,0,0,Ray Epps confessed to Jan. 6 Committee he 'orchestrated' attack on Capitol
18161,1,1,"Let me splain how 'no payroll taxes' helps you, it doesn't. It helps employers."
10930,1,1,"Obamacare insurance cooperative failures ""should be expected"" because they're like any business, and ""when you start businesses in America, at the fifth year, half of the businesses have closed."
3152,1,0,An illegal immigrant who gains admission at a public college takes class space away from students who are legal residents.
2636,1,0,"Says he's arrested more criminals, ""including thousands of child predators and sex offenders,"" than any previous Texas attorney general."
8077,1,0,You've seen where we're now going from a $700 million surplus to getting into the next biennium with almost a $750 million deficit.
6904,1,0,"Eighty percent of those who have applied for licenses have no cancer, no Parkinson's disease or glaucoma. They have nothing you would associate [with] the use of medical marijuana."
12568,1,0,"When asked about equal pay for women, (Rubio's) quote was that it was a waste of time."
11978,0,0,"(Big banks) have invested over $300,000 in (Joe Heck), and Heck has sponsored $44 million dollars in tax breaks for banks."
17054,0,0,"Says ""the coronavirus was engineered by scientists in a lab."
15047,0,0,"Says Texas has ""had over 600,000 crimes committed by illegals since 2011. Over 1,200 homicides."
1871,1,0,"As a senator, Barack Obama supported ""an amendment that basically gutted the legal temporary worker program."
19308,0,0,"The result of lockdowns ""has been the destruction of millions of lives across America as well as increased deaths from suicide, substance abuse and despair without any corresponding benefit in Covid mortality."
17801,0,0,"Text from someone ""connected"" to Raleigh police: ""antifa may be heading into the wealthy neighborhoods tonight to take what should be theirs."
5979,0,0,"Says U.S. Rep. Sean Duffy is among seven ""Tea Party freshmen"" who ""spent an average of $15,000 on cars for themselves."
14599,1,1,"Welders are coming out of their tech schools at $28 an hour"" and ""pipefitters are making six figures."
12762,1,0,"Texas spends ""more per day to house an inmate than we do on a student."
18086,0,0,Portland goon squads were Blackwater contractors not federal officers.
3294,1,1,"Since 1980, over 145 incidents have been documented of suction entrapment in swimming pools and spas, including 36 deaths of children."
20541,0,0,"No new COVID-19 cases in Uttar Pradesh, India, due to use of ivermectin"
13000,1,1,Over 39% of violent criminals return to prison following their release.
7113,1,1,Nearly 65 percent -- almost two-thirds -- of all new permanent residents obtained that status by virtue of their family status.
11789,0,1,"It's entirely possible that the Democratic nominee, [Hillary Clinton], earned more money giving a single speech on Wall Street than I made the six years that I was there back in the 1980s… In fact, it's quite likely."
16637,0,0,"Over the last two years, the number of murders in America and America's major cities has dropped, unlike here (Chicago), by more than 10%."
20362,0,0,Terry (McAuliffe) calls in his friend Joe Biden to actually put the DOJ on Virginia parents.
13675,0,0,"Barron Trump Rushed To The Hospital, Hospital Releases Statement On His Condition"
20513,0,0,"Says N.C. Attorney General Josh Stein has gone after Jan. 6 protesters but he has ""said nothing"" about violent summer protests in North Carolina and was ""derelict in his duty."
13077,1,0,"Currently, when we ship products out of America, many other countries make us pay very high tariffs and taxes — but when foreign companies ship their products into America, we charge them nothing or almost nothing."
4572,0,0,"Says the Treasury Department ""says 41 percent of all business income reported on individual returns would be hit by the [millionaires'] surtax"" that ""would harm small businessmen and women, the very people we are counting on to create new jobs."
21876,0,0,The Supreme Court will put Donald Trump back in office in October
14311,0,0,"In most states, you can buy an assault rifle with no proof of ID, but in every state, you need proof of ID to vote."
16543,0,0,"Barack Obama asked Ukraine to investigate his political rival's campaign manager, 3 Democrat senators asked Ukraine to investigate Trump, and the DNC solicited Ukraine's help to dig up dirt on Trump."
20186,0,0,"It is the vaccinated, NOT the unvaccinated, spreading mutant variants."
23185,0,0,"Photo shows President Joe Biden sitting with ""Lisa Monaco, second in charge of the DOJ, probably working on future Plots and Schemes against Republicans."
19077,0,0,"Voting machines didn't work in heavily GOP areas for the Georgia runoff elections, leaving some voters unable to cast ballots."
19359,0,0,"Says Rachel Levine supports ""government-funded sex reassignment surgery without parental notification or authorization"" for all children."
5324,1,0,"Says ""today unemployment has been running near 12 percent or more for the last four years"" and the Legislature hasn't done much to lower it."
20114,1,0,"I will need to show proof to do anything indoors in"" New York City, ""but not when I vote?"
15366,1,1,"West Virginia added the highest percentage of new construction jobs in 2017 in the United States, at 14.4%. This amounted to 4,300 additional jobs! In fact, #WV was the only state with double-digit growth!"
2010,1,0,"Jeff Greene can buy anything"" ...  he owns two mansions."
22295,0,0,Delayed election results are proof of fraud.
11876,0,1,"Says the Clinton Foundation ""accepted millions and millions of dollars from governments like Algeria, Saudi Arabia, Oman and the United Arab Emirates,"" which violated ""a ban on all contributions to the Foundation from foreign nations."
2160,1,0,"Under the new health care law, ""if a landscaper wants to buy a new lawnmower, or a restaurant needs a new ice-maker, they have to report that to the feds."
21512,0,0,TV interviews with two different men who are each identified as Uvalde victim's father show the Robb Elementary School mass shooting was staged.
8583,1,0,"For educational testing, Florida ""has chosen a company that has a significant history of promoting identification of the GLBT lifestyle for children as young as seven years old."
18189,0,0,"GOP-backed ""racist disenfrachisement"" led to only five polling places being open in Milwaukee for April 7 election."
4881,0,0,I also voted 98 percent of the time with Republicans in the Oregon Legislature.
15043,0,0,"Says ""Mimi Walters raised taxes on middle-class Californians."
7716,0,0,"Says Terry McAuliffe is ""the person who invented the scheme to rent out the Lincoln Bedroom."
4003,1,1,"Thirty-four of the last 44 (debt ceiling increases) have been for less than a year. So, this notion that short-term is somehow the exception, it's actually the rule."
11663,0,0,"Says both Donald Trump and Hillary Clinton say Planned Parenthood is ""terrific and that it should keep taxpayer funding."
18758,1,0,"Says Joni Ernst ""supports the lawsuit that's headed to the Supreme Court that will"" repeal the Affordable Care Act."
6878,1,0,Spending of government money is 17 percent less than it was a decade ago.
21158,0,0,Ukrainian President Volodymyr Zelenskyy wore a Nazi cross symbol.
8699,0,0,We know that Sunday mornings have usually been given over to conservative white men.
17135,0,0,Violent crime in South Bend doubled during Mayor Pete's tenure.
18229,0,0,"Photos show Kamala Harris, Joe Biden, Gretchen Whitmer and Cory Booker violating COVID-19 safety precautions."
2064,0,1,McCain opposed the border fence.
20251,1,0,"Polling center tells some Republicans they 'already voted'"" in the California recall election."
6677,1,0,"Says the Multnomah County Library system ""is the second busiest in the nation."
471,1,0,"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.'"
16776,0,0,"Says Elizabeth Warren tweeted, ""Looks like I'm the last woman of color left in this race."
15246,0,0,"Says Beto O'Rourke ""voted in favor of a $10 a barrel tax on every barrel of oil produced in the state of Texas."
19521,1,1,U.S. Rep. Matt Gaetz was the lone vote in the House against an anti-human trafficking bill.
5123,1,0,"New Jersey has the second highest rate of institutionalization"" of people with developmental disabilities ""in America. Only Texas puts more of its citizens -- confines more of its citizens -- to institutions than New Jersey."
17550,1,1,"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public."
379,0,0,"It's ""common knowledge"" that al-Qaida is receiving training from Iran."
22743,0,0,"The 2017 Unite the Right rally in Charlottesville, Virginia, was ""an American intel op against Trump."
18724,1,1,Now with the COVID-19 … more people are dependent on drugs or alcohol.
12689,1,1,Wisconsin is one of several states where you can change your early ballot if you think you've made a mistake.
3936,1,0,Says recent polls show Americans agree with Republicans that the federal debt ceiling should not be raised and the debt and deficit should be dealt with mostly by cutting spending.
9739,1,0,A golf course closes somewhere in America every 48 hours.
9375,1,0,"The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on."
1804,0,1,"With his decision on whether to fire Gen. Stanley McChrystal, President Obama ""has to fix yet another problem he inherited from the Bush administration."
14708,0,0,One legislative Republican's district gets almost all the school supply funding.
3771,0,0,The president came in and campaigned against me 12 times.
14648,0,0,Hillary Clinton furious at 'special gift' Melania Trump sent her from her hospital bed
14853,0,0,Puerto Rico mayor facing fraud charges over $3M in federal disaster relief
443,1,0,If Senator Clinton or John McCain had stood up in previous years for increases in fuel efficiency standards . . . then we would not be in this same situation in the first place.
18510,0,0,I don't think there's any doubt (Joe) Biden's senile.
