,Text,Punctuation,Tags,Citations,Numeric,Capitals,Unique_Words,Word_Counts,Short_Words,Medium_Words,Long_Words,Positive_Score,Negative_Score,Intensity_Score
15757,israel netanyahu express hope for u peace push in middle east,0.0,0.0,0.0,0.0,6.0,11.0,11.0,9.0,2.0,0.0,2.0,0.0,3.0
15758,kosovo call for inquiry after citizen jailed in macedonia,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0
15759,taiwan president visit u territory of guam despite chinese ire,0.0,0.0,0.0,0.0,5.0,10.0,10.0,6.0,4.0,0.0,0.0,2.0,4.0
15760,russia hit islamic state with bomb raid missile strike in eastern syria ria,0.0,0.0,0.0,0.0,7.0,13.0,13.0,10.0,3.0,0.0,0.0,2.0,2.0
15761,trump say to spend extra day in philippine during asia trip,0.0,0.0,0.0,0.0,3.0,11.0,11.0,10.0,1.0,0.0,1.0,0.0,2.0
15762,jailed catalonia leader santi vila to leave jail after paying bail,0.0,0.0,0.0,0.0,4.0,11.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0
15763,new al qaedalinked group claim responsibility for major egypt attack,0.0,0.0,0.0,0.0,3.0,10.0,10.0,8.0,0.0,2.0,1.0,1.0,4.0
15764,un tell australia to restore food water supply to png refugee,0.0,0.0,0.0,0.0,6.0,10.0,11.0,8.0,3.0,0.0,1.0,0.0,1.0
15765,after four month jail turkey amnesty director say trial is surreal,0.0,0.0,0.0,0.0,3.0,11.0,11.0,8.0,3.0,0.0,1.0,1.0,2.0
15766,putin trump may meet next week at apec summit,0.0,0.0,0.0,0.0,6.0,9.0,9.0,9.0,0.0,0.0,1.0,0.0,2.0
15767,philippine warns against lone wolf attack after marawi victory,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,3.0,0.0,1.0,3.0,5.0
15768,flanders premier call on eu to take action on catalonia,0.0,0.0,0.0,0.0,4.0,9.0,10.0,7.0,3.0,0.0,1.0,0.0,1.0
15769,death toll from strike on gaza tunnel this week rise to,0.0,0.0,0.0,2.0,2.0,11.0,11.0,11.0,0.0,0.0,0.0,3.0,3.0
15770,iraqi force enter alqaim in final offensive on islamic stateheld territory,0.0,0.0,0.0,0.0,4.0,11.0,11.0,6.0,5.0,0.0,0.0,2.0,2.0
15771,myanmar see bad consequence if u imposes sanction on military,0.0,0.0,0.0,0.0,3.0,10.0,10.0,5.0,4.0,1.0,1.0,1.0,4.0
15772,world running out of time on north korea trump to tell asia white house,0.0,0.0,0.0,0.0,7.0,14.0,14.0,13.0,1.0,0.0,2.0,0.0,3.0
15773,ivanka trump say world should boost woman in cuttingedge industry,0.0,0.0,0.0,0.0,2.0,10.0,10.0,8.0,1.0,1.0,2.0,0.0,4.0
15774,rohingya crisis a deadly crossing,0.0,0.0,0.0,0.0,1.0,5.0,5.0,3.0,2.0,0.0,0.0,2.0,2.0
15775,syria declares victory over islamic state in deir alzor,0.0,0.0,0.0,0.0,5.0,9.0,9.0,6.0,3.0,0.0,1.0,0.0,1.0
15776,syrian army say will continue until stability restored across syria,0.0,0.0,0.0,0.0,2.0,10.0,10.0,7.0,3.0,0.0,2.0,0.0,3.0
15777,south african prosecutor say pistorius sentence shockingly lenient seek appeal,0.0,0.0,0.0,0.0,3.0,10.0,10.0,4.0,6.0,0.0,2.0,1.0,4.0
15778,iraqi force reach road between iraqisyrian town hezbollahaffiliated tv channel,0.0,0.0,0.0,0.0,6.0,10.0,10.0,6.0,2.0,2.0,0.0,1.0,1.0
15779,iraqi force retake border crossing with syria from islamic state shiite militia say,0.0,0.0,0.0,0.0,5.0,13.0,13.0,10.0,3.0,0.0,0.0,1.0,1.0
15780,at least three dead score rescued off greek island a arrival rise,0.0,0.0,0.0,0.0,2.0,12.0,12.0,10.0,2.0,0.0,0.0,2.0,2.0
15781,nine killed by nusra front car bomb in southwest syria state medium,0.0,0.0,0.0,0.0,4.0,12.0,12.0,11.0,1.0,0.0,0.0,1.0,1.0
15782,italy say seizes opiate meant to finance islamic state,0.0,0.0,0.0,0.0,3.0,9.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0
15783,policeman pkk militant killed in southeast turkey governor office,0.0,0.0,0.0,0.0,5.0,9.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0
15784,world stateless deserve nationality unhcr,0.0,0.0,0.0,0.0,6.0,5.0,5.0,2.0,2.0,1.0,1.0,0.0,2.0
15785,philippine spotlight antigraft measure in bid to woo u aid,0.0,0.0,0.0,0.0,3.0,10.0,10.0,6.0,4.0,0.0,1.0,0.0,2.0
15786,month into trial north korean mastermind behind kim jong nam killing a mystery,0.0,0.0,0.0,0.0,6.0,13.0,13.0,10.0,3.0,0.0,0.0,2.0,3.0
15787,china say hope u can help not cause problem in south china sea,0.0,0.0,0.0,0.0,6.0,12.0,13.0,12.0,1.0,0.0,2.0,1.0,4.0
15788,u bomber drill aggravate north korea ahead of trump asia visit,0.0,0.0,0.0,0.0,6.0,11.0,11.0,10.0,1.0,0.0,1.0,1.0,4.0
15789,china say ha made best effort on north korea ahead of trump visit,0.0,0.0,0.0,0.0,4.0,13.0,13.0,13.0,0.0,0.0,2.0,0.0,4.0
15790,china say south china sea not an issue between china united state,0.0,0.0,0.0,0.0,7.0,10.0,12.0,11.0,1.0,0.0,0.0,0.0,0.0
15791,pakistan expm appears in court for trial over finance,0.0,0.0,0.0,0.0,3.0,9.0,9.0,6.0,3.0,0.0,1.0,1.0,3.0
15792,china say confident in economic relation with u ahead of trump visit,0.0,0.0,0.0,0.0,4.0,12.0,12.0,9.0,3.0,0.0,2.0,0.0,4.0
15793,china dispute trump claim of fentanyl flood into united state,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,2.0,0.0,1.0,1.0,5.0
15794,new zealand offer to take refugee could help australia defuse png standoff,0.0,0.0,0.0,3.0,6.0,12.0,12.0,8.0,4.0,0.0,1.0,0.0,2.0
15795,un refugee commissioner say australia must stop unfolding humanitarian crisis in png,0.0,0.0,0.0,0.0,6.0,12.0,12.0,7.0,3.0,2.0,0.0,1.0,3.0
15796,u draft un resolution seek extension of syria chemical probe,0.0,0.0,0.0,0.0,5.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0
15797,spanish judge order custody for catalan leader pending trial,0.0,0.0,0.0,0.0,2.0,9.0,9.0,5.0,4.0,0.0,0.0,1.0,1.0
15798,brother of man who killed jew soldier in france attack jailed for year,0.0,0.0,0.0,6.0,3.0,13.0,13.0,11.0,2.0,0.0,0.0,1.0,1.0
15799,canada to take in migrant at gradual pace amid integration concern,0.0,0.0,0.0,0.0,1.0,11.0,11.0,7.0,3.0,1.0,0.0,1.0,1.6666666666666667
15800,serbian foreign minister reject u call to choose between russia and the west,0.0,0.0,0.0,0.0,5.0,13.0,13.0,9.0,4.0,0.0,1.0,1.0,3.0
15801,exclusive trump boost disaster aid for puerto rico rebuild,0.0,0.0,0.0,0.0,4.0,9.0,9.0,6.0,3.0,0.0,3.0,1.0,6.0
15802,spanish judge ha yet to issue arrest warrant for puigdemont court source,0.0,0.0,0.0,0.0,2.0,12.0,12.0,9.0,3.0,0.0,1.0,0.0,2.0
15803,a century on uk jewish homeland declaration stir celebration and mourning in middle east,0.0,0.0,0.0,0.0,6.0,14.0,14.0,9.0,3.0,2.0,1.0,0.0,3.666666666666667
15804,u bomber flew over south korea pilsung range in drill,0.0,0.0,0.0,0.0,6.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0
15805,syrian army take full control of deir alzor from islamic state observatory,0.0,0.0,0.0,0.0,5.0,12.0,12.0,9.0,2.0,1.0,0.0,0.0,1.0
15806,north korea say u bomber staged surprise strike drill on thursday kcna,0.0,0.0,0.0,0.0,9.0,12.0,12.0,10.0,2.0,0.0,0.0,1.0,3.0
15807,pope at u military cemetery make emotional antiwar address,0.0,0.0,0.0,0.0,3.0,9.0,9.0,4.0,5.0,0.0,0.0,1.0,2.0
15808,weak international solidarity pushing up number of displaced un,0.0,0.0,0.0,0.0,3.0,9.0,9.0,5.0,3.0,1.0,1.0,2.0,4.0
15809,libya considering uk extradition request for manchester bomber brother,0.0,0.0,0.0,0.0,4.0,9.0,9.0,4.0,3.0,2.0,0.0,0.0,0.0
15810,u lawmaker target myanmar military with new sanction,0.0,0.0,0.0,0.0,3.0,8.0,8.0,4.0,4.0,0.0,1.0,0.0,2.0
15811,a picture and it story reaching out to rescue a rohingya woman,0.0,0.0,0.0,0.0,5.0,11.0,12.0,9.0,3.0,0.0,1.0,0.0,1.0
15812,russia tell u unacceptable to politicize chemical weapon inspection in syria,0.0,0.0,0.0,0.0,5.0,11.0,11.0,7.0,3.0,1.0,0.0,1.0,2.0
15813,factbox belgian procedure for executing a european arrest warrant,0.0,0.0,0.0,0.0,3.0,9.0,9.0,3.0,6.0,0.0,0.0,0.0,0.0
15814,iraqi force capture akka gas field from islamic state minister,0.0,0.0,0.0,0.0,4.0,10.0,10.0,7.0,3.0,0.0,1.0,1.0,2.0
15815,after air strike israeli minister warns against arm shipment to hezbollah,0.0,0.0,0.0,0.0,3.0,11.0,11.0,6.0,5.0,0.0,1.0,2.0,5.0
15816,kenya nurse call off their strike a lecturer take action,0.0,0.0,0.0,0.0,1.0,10.0,10.0,9.0,1.0,0.0,0.0,1.0,1.0
15817,iceland president asks leftist opposition leader to form new government,0.0,0.0,0.0,0.0,1.0,10.0,10.0,5.0,5.0,0.0,0.0,1.0,2.0
15818,fighting israel foe in u court lawyer had help from mossad,0.0,0.0,0.0,0.0,5.0,11.0,11.0,10.0,1.0,0.0,2.0,1.0,5.0
15819,libyan force ready to cooperate on uk extradition request for bomber brother spokesman,0.0,0.0,0.0,0.0,3.0,13.0,13.0,8.0,4.0,1.0,2.0,1.0,3.0
15820,eu lawmaker see little progress in sri lanka right reform,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,2.0,0.0,3.0,1.0,5.333333333333333
15821,german police hunt shooter after man killed in bremen,0.0,0.0,0.0,0.0,2.0,9.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0
15822,spanish judge order catalan leader to be held in custody pending trial,0.0,0.0,0.0,0.0,2.0,12.0,12.0,8.0,4.0,0.0,0.0,1.0,1.0
15823,pressure mount on merkel over migrant policy in future coalition,0.0,0.0,0.0,0.0,2.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,1.0
15824,u top diplomat to visit asia a part of trump trip state department,0.0,0.0,0.0,0.0,6.0,13.0,13.0,11.0,2.0,0.0,2.0,0.0,3.0
15825,india disappointed with china blocking bid to blacklist militant leader,0.0,0.0,1.0,0.0,2.0,10.0,10.0,6.0,3.0,1.0,0.0,1.0,2.0
15826,trump will not visit dmz during asia trip official,0.0,0.0,0.0,0.0,5.0,9.0,9.0,8.0,1.0,0.0,2.0,0.0,4.0
15827,spanish judge order arrest of ousted catalan leader la vanguardia,0.0,0.0,0.0,0.0,4.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0
15828,uk raise grave concern about illegal settlement with israel netanyahu may office,0.0,0.0,0.0,0.0,5.0,12.0,12.0,8.0,4.0,0.0,0.0,3.0,4.666666666666667
15829,supreme leader khamenei say u is iran number one enemy,0.0,0.0,0.0,0.0,6.0,10.0,10.0,8.0,2.0,0.0,1.0,1.0,3.0
15830,british parliament respected institution or den of vice,1.0,0.0,0.0,0.0,1.0,8.0,8.0,4.0,3.0,1.0,0.0,1.0,2.0
15831,syria call on un security council to condemn israeli strike,0.0,0.0,0.0,0.0,6.0,10.0,10.0,6.0,4.0,0.0,1.0,2.0,4.0
15832,macedonia jail ethnic albanian for shootout,0.0,0.0,0.0,6.0,2.0,6.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0
15833,sicilian election hold mirror up to national trend,0.0,0.0,0.0,0.0,1.0,8.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0
15834,london to set northern ireland budget a direct rule loom,0.0,0.0,0.0,0.0,3.0,10.0,10.0,8.0,2.0,0.0,0.0,0.0,1.0
15835,dup call for northern ireland direct rule in very near future,0.0,0.0,0.0,0.0,5.0,11.0,11.0,9.0,2.0,0.0,0.0,0.0,2.0
15836,russian defense minister meet u envoy to moscow discus security tass,0.0,0.0,0.0,0.0,10.0,11.0,11.0,7.0,4.0,0.0,3.0,0.0,3.0
15837,tunisia policeman dy after attack security union seek more protection,0.0,0.0,0.0,0.0,1.0,10.0,10.0,6.0,4.0,0.0,2.0,1.0,3.0
15838,iraq not equipped to try islamic state atrocity in mosul un,0.0,0.0,0.0,0.0,6.0,11.0,11.0,8.0,3.0,0.0,0.0,2.0,3.0
15839,croatia opposition seek government noconfidence vote on agrokor handling,0.0,0.0,0.0,0.0,2.0,9.0,9.0,3.0,5.0,1.0,0.0,1.0,2.0
15840,opposition mp walk out on south africa zuma over corruption,0.0,0.0,0.0,0.0,6.0,10.0,10.0,8.0,2.0,0.0,0.0,2.0,4.0
15841,britain may replaces defense minister in growing harassment scandal,0.0,0.0,0.0,0.0,2.0,9.0,9.0,2.0,7.0,0.0,2.0,2.0,6.0
15842,uk parliament to consider northern ireland budget in midnovember,0.0,0.0,0.0,0.0,5.0,9.0,9.0,4.0,4.0,1.0,0.0,0.0,2.0
15843,kurd offer joint border deployment a iraq threatens more military operation,0.0,0.0,0.0,0.0,2.0,11.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0
15844,spanish prosecutor seek arrest of ousted catalan leader,0.0,0.0,0.0,0.0,2.0,8.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0
15845,russia set out why it think un wrongly accused syria over sarin attack,0.0,0.0,0.0,0.0,4.0,13.0,13.0,11.0,2.0,0.0,0.0,2.0,5.0
15846,south african opposition walk out of parliament during zuma question,0.0,0.0,0.0,0.0,3.0,10.0,10.0,6.0,4.0,0.0,0.0,1.0,2.0
15847,more than people mostly kurd displaced by iraqikurdish conflict,0.0,0.0,0.0,6.0,4.0,9.0,9.0,6.0,2.0,1.0,0.0,2.0,3.0
15848,geneva process is the only appropriate format to discus syria peace france,0.0,0.0,0.0,0.0,3.0,12.0,12.0,10.0,1.0,1.0,2.0,0.0,2.0
15849,myanmar suu kyi urge people not to quarrel on visit to rakhine,0.0,0.0,0.0,0.0,4.0,11.0,12.0,9.0,3.0,0.0,1.0,1.0,3.333333333333333
15850,south africa considering best time for nuclear power expansion zuma,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,2.0,1.0,1.0,0.0,3.0
15851,poland to ban ukrainian with antipolish view,0.0,0.0,0.0,0.0,3.0,7.0,7.0,5.0,1.0,1.0,0.0,0.0,2.0
15852,g sahel launch military operation in african scrubland,0.0,0.0,0.0,1.0,3.0,8.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0
15853,turkish troop kurdish militant clash near iraqi border killed army,0.0,0.0,0.0,2.0,3.0,10.0,10.0,7.0,3.0,0.0,0.0,1.0,1.0
15854,factbox gavin williamson  britain new defense minister,0.0,0.0,0.0,0.0,4.0,8.0,8.0,3.0,5.0,0.0,2.0,0.0,2.0
15855,leglisecosta named a new french ambassador to eu,0.0,0.0,0.0,0.0,5.0,8.0,8.0,6.0,1.0,1.0,0.0,0.0,0.0
15856,russian bomber strike islamic state target in syria ria,0.0,0.0,0.0,0.0,7.0,9.0,9.0,7.0,2.0,0.0,0.0,1.0,1.0
15857,libya considering uk extradition request for manchester bomber brother,0.0,0.0,0.0,0.0,4.0,9.0,9.0,4.0,3.0,2.0,0.0,0.0,0.0
15858,turkey defense industry say planning project worth  billion,0.0,0.0,0.0,3.0,1.0,9.0,9.0,4.0,5.0,0.0,2.0,0.0,3.0
15859,spanish prosecutor asks judge to jail catalan secessionist pending investigation,0.0,0.0,0.0,0.0,2.0,10.0,10.0,4.0,4.0,2.0,0.0,0.0,0.0
15860,iraq want control of kurdish region oil export state firm,0.0,0.0,0.0,0.0,2.0,10.0,10.0,8.0,2.0,0.0,1.0,0.0,3.0
15861,manila to focus on terrorism at southeast asian summit urge greater cooperation,0.0,0.0,0.0,0.0,3.0,12.0,12.0,8.0,3.0,1.0,2.0,1.0,4.0
15862,support for hungary ruling fidesz highest in six year in october pollster,0.0,0.0,0.0,0.0,4.0,11.0,12.0,7.0,5.0,0.0,1.0,0.0,1.6666666666666667
15863,malaysian state royal council urge sedition probe of former leader mahathir,0.0,0.0,0.0,0.0,2.0,11.0,11.0,7.0,4.0,0.0,1.0,0.0,2.0
15864,british pm may appoints julian smith a chief whip statement,0.0,0.0,0.0,0.0,6.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0
15865,kenya chief justice say police enhanced security after shooting,0.0,0.0,0.0,0.0,1.0,9.0,9.0,5.0,4.0,0.0,3.0,0.0,3.0
15866,swiss admit drone test bungle in golan height,0.0,0.0,0.0,0.0,3.0,8.0,8.0,8.0,0.0,0.0,1.0,1.0,4.0
15867,south korea spy agency see sign of planned new missile test by north,0.0,0.0,0.0,0.0,3.0,13.0,13.0,11.0,2.0,0.0,0.0,0.0,0.0
15868,kremlin call updated u sanction on russia extremely negative,0.0,0.0,0.0,0.0,4.0,9.0,9.0,4.0,5.0,0.0,1.0,2.0,5.0
15869,ousted pakistani prime minister nawaz sharif return to face trial,0.0,0.0,0.0,0.0,4.0,10.0,10.0,8.0,2.0,0.0,1.0,1.0,3.0
15870,north korea dismisses report that sixth nuclear test killed many people,0.0,0.0,0.0,0.0,2.0,11.0,11.0,9.0,2.0,0.0,0.0,0.0,0.0
15871,britain defense minister resigns in growing harassment scandal,0.0,0.0,0.0,0.0,1.0,8.0,8.0,1.0,7.0,0.0,2.0,2.0,6.0
15872,scottish lawmaker call for international recognition for catalan independence,0.0,0.0,0.0,0.0,2.0,8.0,9.0,3.0,3.0,3.0,2.0,0.0,2.0
15873,arrest warrant for excatalan leader normal if he doesnt testify supreme court,0.0,0.0,0.0,0.0,3.0,12.0,12.0,8.0,4.0,0.0,3.0,0.0,5.0
15874,moscow hope syrian opposition will attend russiabacked congress ifax,0.0,0.0,0.0,0.0,4.0,9.0,9.0,6.0,2.0,1.0,2.0,1.0,6.0
15875,syrian opposition russia conference aim to rehabilitate assad,0.0,0.0,0.0,0.0,3.0,8.0,8.0,5.0,2.0,1.0,1.0,1.0,3.0
15876,russia want  billion from turkey for s air defense missile tass,0.0,0.0,0.0,4.0,7.0,12.0,12.0,9.0,3.0,0.0,2.0,0.0,5.0
15877,china xi say hope to promote relation with north korea kcna,0.0,0.0,0.0,0.0,8.0,11.0,11.0,9.0,2.0,0.0,1.0,0.0,2.0
15878,niger defense minister asks u to deploy armed drone against militant,0.0,0.0,0.0,0.0,3.0,11.0,11.0,7.0,4.0,0.0,2.0,1.0,3.0
15879,filipino lawyer group challenge dutertes war on drug,0.0,0.0,0.0,0.0,2.0,8.0,8.0,5.0,3.0,0.0,0.0,2.0,2.0
15880,actor russell crowe criticizes australian bid to move asylum seeker,0.0,0.0,0.0,0.0,4.0,10.0,10.0,7.0,3.0,0.0,1.0,0.0,2.0
15881,inquiry ordered into deadly indian power plant blast,0.0,0.0,0.0,0.0,2.0,8.0,8.0,6.0,2.0,0.0,0.0,2.0,3.0
15882,iraq threatens to resume military operation against kurd,0.0,0.0,0.0,0.0,2.0,8.0,8.0,4.0,4.0,0.0,0.0,1.0,1.0
15883,one in five indonesian student support islamic caliphate survey,0.0,0.0,0.0,0.0,3.0,9.0,9.0,4.0,5.0,0.0,1.0,0.0,1.6666666666666667
15884,mexico woman protest violence in skeletal day of dead march,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,3.0,0.0,0.0,2.0,3.0
15885,white house slam russia over veto on syria chemical weapon probe,0.0,0.0,0.0,0.0,4.0,11.0,11.0,10.0,1.0,0.0,1.0,1.0,3.0
15886,at least killed in afghanistan tanker explosion,0.0,0.0,0.0,2.0,2.0,7.0,7.0,5.0,1.0,1.0,0.0,1.0,1.0
15887,hardline preacher find refuge in malaysia a politicized islam grows,0.0,0.0,0.0,0.0,3.0,10.0,10.0,6.0,3.0,1.0,1.0,0.0,2.0
15888,hong kong seek law banning booing of china national anthem,0.0,0.0,0.0,0.0,3.0,10.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0
15889,in meeting trump to push a reluctant xi to rein in north korea,0.0,0.0,0.0,0.0,5.0,11.0,13.0,11.0,2.0,0.0,1.0,1.0,3.0
15890,uk seek arrest of manchester bomber brother asks libya to extradite him,0.0,0.0,0.0,0.0,4.0,12.0,12.0,9.0,3.0,0.0,0.0,0.0,0.0
15891,israeli air strike hit near syria homs,0.0,0.0,0.0,0.0,3.0,7.0,7.0,6.0,1.0,0.0,0.0,1.0,3.0
15892,awaiting trump coal comeback miner reject retraining,0.0,0.0,0.0,0.0,2.0,7.0,7.0,4.0,3.0,0.0,2.0,1.0,5.0
15893,u judge free indonesian immigrant held by trump order,0.0,0.0,0.0,0.0,4.0,9.0,9.0,7.0,2.0,0.0,2.0,0.0,3.0
15894,canada to propose helicopter for un mali mission source,0.0,0.0,0.0,0.0,4.0,9.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0
15895,ukrainian minister son get conditional release in graft case,0.0,0.0,0.0,0.0,1.0,9.0,9.0,5.0,3.0,1.0,1.0,1.0,2.0
15896,ousted catalan leader say will not return to spain to testify,0.0,0.0,0.0,0.0,3.0,10.0,11.0,9.0,2.0,0.0,1.0,0.0,2.0
15897,seven body found in migrant boat off libya,0.0,0.0,0.0,0.0,2.0,8.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0
15898,uk parliament say government must publish secret brexit impact study,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,3.0,0.0,0.0,0.0,2.0
15899,liberia supreme court halt election preparation over fraud accusation,0.0,0.0,0.0,0.0,3.0,9.0,9.0,4.0,4.0,1.0,2.0,2.0,8.0
15900,resigning uk defence minister fallon say conduct fell below required standard,0.0,0.0,0.0,0.0,4.0,11.0,11.0,5.0,6.0,0.0,1.0,1.0,3.0
15901,hamas cedes gaza border crossing to palestinian authority control,0.0,0.0,0.0,0.0,4.0,9.0,9.0,5.0,3.0,1.0,0.0,0.0,0.0
15902,north korean defector push diplomatic solution in u congress,0.0,0.0,0.0,0.0,5.0,9.0,9.0,5.0,4.0,0.0,1.0,0.0,1.0
15903,khamenei say iran russia should cooperate to isolate u foster middle east stability,0.0,0.0,0.0,0.0,7.0,13.0,13.0,9.0,4.0,0.0,2.0,1.0,4.0
15904,russia say need to prevent new sanction against iran keep nuclear deal ria,0.0,0.0,0.0,0.0,5.0,13.0,13.0,9.0,4.0,0.0,2.0,1.6666666666666663,5.333333333333333
15905,iran rouhani tehranmoscow cooperation needed to restore peace in syria,0.0,0.0,0.0,0.0,5.0,10.0,10.0,6.0,2.0,2.0,3.0,0.0,3.0
15906,russia putin say situation in syria developing positively,0.0,0.0,0.0,0.0,3.0,8.0,8.0,5.0,3.0,0.0,1.0,0.0,2.0
15907,iran russia and azerbaijan call for commitment to nuclear deal,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,3.0,0.0,2.0,0.0,2.0
15908,iran khamenei say moscow tehran cooperation can isolate u tv,0.0,0.0,0.0,0.0,8.0,10.0,10.0,7.0,2.0,1.0,1.0,1.0,2.0
15909,colombia farc leader timochenko to run for presidency in,0.0,0.0,0.0,4.0,6.0,9.0,9.0,6.0,3.0,0.0,0.0,0.0,0.0
15910,uk counterterrorism police charge yearold boy with murder plot,0.0,0.0,0.0,2.0,2.0,9.0,9.0,7.0,1.0,1.0,0.0,2.0,3.0
15911,mexican dismayed by rise of trump border wall,0.0,0.0,0.0,0.0,2.0,8.0,8.0,6.0,2.0,0.0,1.0,1.0,4.0
15912,un call again for end of u embargo on cuba,0.0,0.0,0.0,0.0,5.0,10.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0
15913,british pm may want northern ireland government restored,0.0,0.0,0.0,0.0,6.0,8.0,8.0,3.0,5.0,0.0,1.0,0.0,2.0
15914,sinn fein say northern ireland talk have failed,0.0,0.0,0.0,0.0,4.0,8.0,8.0,6.0,2.0,0.0,0.0,0.0,0.0
15915,ireland say would insist on northern ireland role if powersharing not restored,0.0,0.0,0.0,0.0,3.0,11.0,12.0,7.0,4.0,1.0,1.0,0.0,3.0
15916,dup blame sinn fein for northern ireland talk collapse,0.0,0.0,0.0,0.0,7.0,9.0,9.0,6.0,3.0,0.0,0.0,2.0,3.0
15917,u urge dialogue on northern ireland power sharing state department,0.0,0.0,0.0,0.0,6.0,10.0,10.0,5.0,5.0,0.0,1.0,0.0,3.0
15918,saudiled air strike kill people in yemen medic,0.0,0.0,0.0,2.0,2.0,8.0,8.0,7.0,1.0,0.0,0.0,2.0,4.0
15919,ecuador president removed a head of ruling party a feud deepens,0.0,0.0,0.0,0.0,1.0,10.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0
15920,griefstricken family of japanese abducted by north korea pin hope on trump,0.0,0.0,0.0,0.0,5.0,12.0,12.0,9.0,2.0,1.0,2.0,0.0,4.0
15921,exclusive u pursues direct diplomacy with north korea despite trump rejection,0.0,0.0,0.0,0.0,6.0,11.0,11.0,6.0,5.0,0.0,2.0,2.0,9.0
15922,danish submarine owner ha not said how journalist died police,0.0,0.0,0.0,0.0,1.0,10.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0
15923,uk investigates brexit campaign funding amid speculation of russian meddling,0.0,0.0,0.0,0.0,4.0,10.0,10.0,4.0,4.0,2.0,0.0,0.0,1.0
15924,no evidence of russian interference in british vote uk foreign minister,0.0,0.0,0.0,0.0,5.0,11.0,11.0,5.0,5.0,1.0,1.0,1.0,2.0
15925,syrian opposition reject russiasponsored peace initiative,0.0,0.0,0.0,0.0,2.0,6.0,6.0,3.0,2.0,1.0,1.0,2.0,5.0
15926,bahrain accuses opposition leader of spying for qatar,0.0,0.0,0.0,0.0,2.0,8.0,8.0,5.0,3.0,0.0,0.0,2.0,4.0
15927,south sudan medium regulator ban press group raising censorship fear,0.0,0.0,0.0,0.0,2.0,10.0,10.0,7.0,3.0,0.0,1.0,1.0,3.0
15928,twelve north african stowaway sent home after threemonth ferry ordeal,0.0,0.0,0.0,0.0,3.0,10.0,10.0,7.0,2.0,1.0,0.0,1.0,2.0
15929,gentiloni seen a italy most trusted political leader poll,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,3.0,0.0,0.0,0.0,1.0
15930,relative of philippine drug war victim call for justice,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,3.0,0.0,1.0,1.0,2.0
15931,australia famed uluru outback monolith to be closed to climber,0.0,0.0,0.0,0.0,2.0,9.0,10.0,6.0,4.0,0.0,1.0,0.0,1.5
15932,germany issue arrest warrant against syrian bomb plot suspect,0.0,0.0,0.0,0.0,2.0,9.0,9.0,5.0,4.0,0.0,0.0,4.0,5.0
15933,suggestion britain must be punished over brexit are regrettable minister,0.0,0.0,0.0,0.0,3.0,10.0,10.0,5.0,4.0,1.0,1.0,1.0,5.0
15934,uk minister say u will drive hard bargain in postbrexit trade talk,0.0,0.0,0.0,0.0,5.0,12.0,12.0,9.0,2.0,1.0,4.0,1.0,7.0
15935,german green make stand on car emission in coalition talk,0.0,0.0,0.0,0.0,2.0,10.0,10.0,8.0,2.0,0.0,1.0,0.0,1.0
15936,syrian kurd favor attending russiabacked peace talk party head say,0.0,0.0,0.0,0.0,3.0,10.0,10.0,8.0,1.0,1.0,2.0,0.0,2.333333333333333
15937,suspected islamist arrested after knife attack near tunis parliament,0.0,0.0,0.0,0.0,3.0,9.0,9.0,5.0,4.0,0.0,0.0,2.0,2.0
15938,japan abe reelected prime minister after big election win,0.0,0.0,0.0,0.0,2.0,9.0,9.0,6.0,3.0,0.0,1.0,0.0,3.0
